RunId;pt;bike;car;walk
53;-0.03466791744840525;0.008412757973733587;0.01703377110694171;0.008221388367729843
54;-0.035192867198498345;0.01869450961989677;0.013023463162834314;0.002474894415767259
55;-0.03654409005628517;0.0009080675422138834;0.01656472795497188;0.01807129455909945
56;-0.03179934364744491;0.015955930614158467;0.009319737458977961;0.005523675574308495
57;-0.036956399437412094;0.020644163150492265;0.01025738396624476;0.005054852320675096
58;-0.03566213045518535;0.006493664946034733;0.021939465039887307;0.006229000469263252
59;-0.03513696060037523;0.01544840525328331;0.01562664165103178;0.0030619136960600146
60;-0.03326078799249531;0.018731707317073173;0.008121951219512091;0.005407129455909959
61;-0.03566213045518535;0.006493664946034733;0.018185358986391287;0.009983106522759272
62;-0.034612283169245195;0.018300046882325366;0.0182273792780121;-0.0029151429910923565
63;-0.03648757618377871;0.015955930614158467;0.01447679324894513;0.005054852320675096
64;-0.03472360394181136;0.004616611919286723;0.016777569216330335;0.012329422806194285
65;-0.03472360394181136;0.017286719849835763;0.009269357109338294;0.007167526982637257
66;-0.03601875293014534;0.019237693389592123;0.010726207219878048;0.005054852320675096
67;-0.03320581340834505;0.005641819034224102;0.017758556024378702;0.00880543834974215
68;-0.03419887429643527;0.014510318949343348;0.013750469043151914;0.004938086303939965
69;-0.03654409005628517;0.018731707317073173;0.012343339587241986;0.004469043151969998
70;-0.03643111527647609;0.005216494845360825;0.01567104029990618;0.014543580131208989
71;-0.03554992967651195;0.007517112048757615;0.021509142053445784;0.005523675574308495
72;-0.033674636661978424;0.019706516643225508;0.01025738396624476;0.0027107360525082114
73;-0.036673526660430306;-0.018931711880261923;0.002195509822263797;0.052409728718428444
74;-0.03427956989247312;-0.013266947171575505;-0.029800374006545116;0.07634689107059373
75;-0.03579410388394946;-0.0016724379971923276;-0.0032143191389799597;0.039680861020121666
76;-0.03749532710280373;0.007813084112149538;-0.04400934579439264;0.07269158878504672
77;-0.037084618980832165;0.009173445535296865;-0.0073599812996727465;0.03427115474520803
78;-0.03293171188026192;0.017083255378858755;-0.03943217960710954;0.05428063610851264
79;-0.03246398503274088;-0.01846398503274088;0.003130963517305907;0.04679700654817587
80;-0.032877045348293596;-0.009059373539036936;-0.026995324918186125;0.06793174380551659
81;-0.033399438727782976;0.0011805425631431221;-0.005755846585594027;0.03697474275023388
82;-0.03568209443665264;0.004965871902758295;-0.03167040673211785;0.061386629266012155
83;-0.03573807296538821;0.01193826005612722;-0.01557811038353607;0.03837792329279702
84;-0.03661711079943898;0.017121084618980834;-0.04896820944366531;0.06746423562412343
85;-0.03474707807386629;-0.015604488078541368;-0.001749883122954654;0.05110144927536231
86;-0.03614960261804581;-0.01700701262272089;-0.0223202431042544;0.07447685834502105
87;-0.033812061711079935;0.002628330995792433;-0.001749883122954654;0.03193361383824217
88;-0.03304119850187265;0.009985018726591757;-0.036719101123595554;0.0587752808988764
89;-0.031996258185219825;0.009599625818521987;-0.010900841908325631;0.032297474275023386
90;-0.033812061711079935;0.009173445535296865;-0.03961804581580186;0.06325666199158486
91;-0.038019635343618505;-0.019344553529686767;0.007132772323515613;0.04923141654978963
92;-0.036971508640822034;-0.01269593647828117;-0.02971368519383466;0.07838113031293789
93;-0.034858212447356096;-0.0012044922788956441;-0.006957884885353316;0.04202058961160507
94;-0.03469158878504672;0.002205607476635521;-0.0341962616822431;0.0656822429906542
95;-0.03298642957416939;0.010494150678521288;-0.01397707065980347;0.035469349555451585
96;-0.03661711079943898;0.013381019167835434;-0.033540439457690585;0.05577653108929406
97;-0.034254340685124354;0.0036780854059127177;0.02334725480994826;0.006229000469263252
98;-0.035081106422878566;0.009392405063291143;0.0196338490389123;0.005054852320675096
99;-0.03472360394181136;0.01869450961989677;0.01771609572970434;-0.0026870014077897686
101;-0.03483513386566463;0.015801784875528427;0.018143259746359774;-0.0001099107562235746
102;-0.03342602160638797;0.02049882573978394;0.01579473931423203;-0.0038675434476279635
103;-0.018490421455938696;0.003172413793103457;0.019417624521072763;-0.005099616858237566
104;-0.023296137339055792;0.016931807343824518;0.0064907010014305655;-0.0011263710061993337
105;-0.02304091341579448;0.014270218839200766;0.014474785918173083;-0.0067040913415794545
